,item0 - SUPPR_NoItem,item0 - JGB_NoItem,item0 - JGB_ControlWard,item1 - JGB_ControlWard,level - JGR_0to3,wardsPlaced - JGB
3241,False,False,True,False,True,True
3242,False,False,True,False,False,False
3243,False,False,True,False,False,False
3244,False,False,True,False,False,True
3245,False,False,False,False,False,False
3246,False,False,False,False,True,True
3247,False,False,False,True,False,False
3248,False,False,False,False,False,False
3249,False,False,False,False,False,False
3250,False,False,False,False,False,False
3251,False,False,False,True,False,False
3252,False,False,False,False,False,False
3253,False,False,False,False,False,False
3254,False,False,False,True,False,True
3255,False,False,False,True,False,False
3256,False,False,False,True,False,True
3257,False,False,False,False,True,False
3258,False,False,False,False,False,False
3259,False,False,False,False,False,True
3260,False,False,False,True,False,True
3261,False,False,False,False,False,True
3262,False,False,False,True,False,False
3263,False,False,False,False,False,False
3264,False,False,False,False,False,False
3265,False,False,False,True,False,True
3266,False,False,False,True,False,False
3267,False,False,False,False,False,True
3268,False,False,False,False,True,True
3269,False,False,False,False,False,False
3270,False,False,False,False,False,False
3271,False,False,False,True,False,False
3272,False,False,False,False,False,True
3273,False,False,False,False,False,True
3274,True,True,False,False,True,False
3275,False,False,False,False,True,False
3276,False,False,False,False,True,True
3277,False,False,False,False,True,False
3278,False,False,False,False,False,False
3279,False,False,False,False,True,False
3280,False,False,False,True,False,False
3281,False,False,False,True,False,True
3282,False,False,False,True,False,False
3283,False,False,False,False,False,False
3284,False,False,False,False,False,False
3285,False,False,False,True,False,True
3286,False,False,False,False,False,False
3287,False,False,False,False,False,True
3288,False,False,False,False,False,False
3289,False,False,False,False,False,False
3290,False,False,False,False,False,False
3291,False,False,False,False,False,False
3292,False,False,False,False,False,False
3293,False,False,False,False,False,False
3294,False,False,False,True,False,True
3295,False,False,False,False,False,False
3296,False,False,False,False,False,True
3297,False,False,False,True,False,False
3298,False,False,False,True,False,True
3299,False,False,False,False,False,False
3300,False,False,False,True,False,True
3301,False,False,False,False,False,False
3302,False,False,False,True,False,False
3303,False,False,False,True,False,True
3304,False,False,False,True,False,False
3305,False,False,False,False,False,False
3306,False,False,False,True,False,False
3307,False,False,False,False,False,False
3308,False,False,False,False,False,True
3309,True,True,False,False,True,False
3310,False,False,False,False,True,False
3311,False,False,False,False,True,False
3312,False,False,False,False,False,True
3313,False,False,False,False,True,False
3314,False,False,False,False,False,True
3315,False,False,False,True,False,False
3316,False,False,False,True,False,False
3317,False,False,False,True,False,False
3318,False,False,False,True,False,False
3319,False,False,False,False,False,False
3320,False,False,False,False,False,False
3321,False,False,False,True,False,False
3322,False,False,False,True,False,False
3323,False,False,False,True,False,True
3324,False,False,False,False,False,False
3325,False,False,False,False,False,False
3326,False,False,False,False,False,False
3327,False,False,False,True,False,False
3328,False,False,False,True,False,False
3329,False,False,True,False,False,False
3330,False,False,True,False,False,True
3331,False,False,True,False,False,False
3332,False,False,True,False,False,False
3333,False,False,True,False,False,False
3334,False,False,False,False,True,False
3335,False,False,False,False,True,False
3336,False,False,True,False,False,True
3337,False,True,False,False,False,False
3338,False,False,True,False,False,False
3339,False,True,False,False,False,False
3340,False,True,False,False,False,False
3341,False,False,True,False,False,False
3342,False,True,False,False,False,False
3343,True,True,False,False,True,False
3344,False,False,False,False,True,False
3345,False,False,False,False,True,False
3346,False,False,False,False,True,False
3347,False,False,True,False,False,True
3348,False,False,False,True,True,True
3349,False,False,False,False,False,False
3350,False,False,False,True,False,False
3351,False,False,False,True,False,True
3352,False,False,False,True,False,False
3353,False,False,False,True,False,True
3354,False,False,False,False,False,False
3355,False,False,False,False,False,True
3356,False,False,False,False,False,False
3357,False,False,False,False,False,False
3358,False,False,True,False,False,True
3359,False,False,False,True,False,False
3360,False,False,False,True,False,False
3361,False,False,False,False,False,True
3362,False,False,False,False,False,False
3363,False,False,False,True,False,False
3364,False,False,False,True,False,True
3365,False,False,False,True,False,False
3366,False,False,False,True,False,False
3367,False,False,False,False,False,True
3368,False,False,False,False,False,False
3369,False,True,False,False,False,False
3370,False,False,False,False,False,False
3371,False,False,False,False,False,True
3372,False,False,False,True,False,False
3373,False,False,False,True,False,False
3374,False,False,False,False,False,False
3375,False,False,False,False,False,False
3376,False,False,False,False,False,False
3377,False,False,False,False,False,False
3378,True,True,False,False,True,False
3379,False,False,False,False,True,True
3380,False,False,True,False,False,True
3381,False,False,False,False,True,False
3382,False,False,False,False,True,True
3383,False,False,False,False,False,True
3384,False,False,False,False,False,False
3385,False,False,False,True,False,True
3386,False,False,False,False,False,False
3387,False,False,False,False,False,False
3388,False,False,False,False,False,True
3389,False,True,False,False,False,False
3390,False,True,False,False,False,False
3391,False,False,True,False,False,False
3392,False,True,False,False,False,False
3393,False,True,False,False,False,False
3394,False,True,False,False,False,True
3395,False,True,False,False,False,False
3396,False,False,True,False,False,False
3397,False,False,True,False,False,False
3398,False,False,True,False,False,False
3399,False,False,True,False,False,False
3400,False,True,False,False,False,False
3401,False,False,True,False,False,False
3402,False,False,True,False,False,False
3403,False,False,True,False,False,True
3404,False,False,True,False,False,True
3405,False,False,True,False,False,False
3406,False,True,False,False,False,False
3407,False,True,False,False,False,False
3408,False,False,True,False,False,True
3409,False,True,False,False,False,False
3410,False,True,False,False,False,True
3411,False,False,True,False,False,False
3412,False,True,False,False,False,False
3413,False,False,True,False,False,False
3414,True,True,False,False,True,True
3415,False,False,False,False,True,False
3416,False,False,False,False,True,True
3417,False,False,False,False,True,True
3418,False,False,False,False,True,False
3419,False,False,False,False,False,True
3420,False,False,True,False,False,False
3421,False,False,False,False,False,True
3422,False,False,False,False,False,True
3423,False,False,False,False,False,False
3424,False,True,False,False,False,True
3425,False,False,False,False,False,False
3426,False,False,False,True,False,True
3427,False,False,False,True,False,False
3428,False,False,False,False,False,True
3429,False,False,False,False,False,False
3430,False,False,False,False,False,True
3431,False,False,False,False,False,False
3432,False,True,False,False,False,False
3433,False,False,True,False,False,True
3434,False,True,False,False,False,True
3435,False,True,False,False,False,True
3436,False,False,True,False,False,True
3437,False,True,False,False,False,True
3438,False,False,True,False,False,True
3439,False,False,True,False,False,False
3440,False,False,True,False,False,False
3441,False,False,True,False,False,False
3442,True,True,False,False,True,False
3443,False,False,False,False,True,False
